1400,1689206828,191025,1701,45.7651,5.58452,19.9778
1400,1689209697,191206,1601,27.4122,7.12831,10.6336
1400,1689211814,191109,2234,35.0723,6.23984,14.1292
1400,1689213414,191128,1744,28.4112,6.86038,11.0062
1400,1689213525,191204,1611,28.2609,7.36894,10.8696
1400,1689215274,191008,1519,59.468,5.55022,29.2066
1400,1689216107,191127,1300,28.9426,6.5446,11.2027
1400,1689216323,191205,1920,27.792,6.68351,10.7546
1400,1689217153,191116,2214,31.1637,6.56609,12.3991
1400,1689218051,191017,1232,52.7486,5.64448,24.4956
1400,1689218789,191230,1024,28.1743,7.01824,10.6857
1400,1689219962,200204,1033,27.7686,7.46161,10.54
1400,1689220968,191202,1735,28.4263,6.52493,10.8644
1400,1689221018,191129,1440,28.4176,6.75495,10.8772
1400,1689221168,191121,1520,30.138,7.0854,12.2118
1400,1689222378,191201,2350,27.8655,6.96085,10.5261
1400,1689222644,191228,095,28.14,6.94412,10.6029
1400,1689256363,191009,1540,58.4699,5.66594,28.3998
1400,1689257000,191123,1531,29.1207,6.57695,11.7797
1400,1689257319,191012,1958,57.0866,5.66831,27.4372
1400,1689258978,200207,1416,28.1629,7.38878,10.6514
1400,1689259017,191107,1156,35.8394,5.77624,15.0147
1400,1689259342,191104,1200,36.7177,5.78992,15.481
1400,1689259377,191019,1816,52.6571,5.46636,24.0491
1400,1689259636,191110,1920,34.376,6.10792,14.1022
1400,1689259639,191106,1326,36.335,6.24789,15.0405
1400,1689259650,200214,1519,27.4943,7.91157,10.2086
1400,1689260200,191117,1419,32.144,5.96527,12.8139
1400,1689260216,191024,1421,47.6845,5.76653,21.692
1400,1689260998,191112,1410,34.3873,6.10298,14.0385
1400,1689261056,191220,0927,27.3057,7.73017,10.2829
1400,1689261602,191107,2300,35.3357,6.08619,14.3171
1400,1689261960,191111,1227,34.0488,6.42585,14.0904
1400,1689262106,200108,0929,27.0971,7.23139,10.3314
1400,1689262449,200121,0901,27.3457,7.56595,10.3143
1400,1689262895,200208,1930,27.5714,7.78529,10.5829
1400,1689265419,200119,0828,27.96,7.55805,10.4457
1400,1689265455,200105,0958,27.9286,7.33009,10.5314
1400,1689266393,191203,1421,27.8209,7.03038,10.632
1400,1689267825,200118,2054,27.3686,7.42602,10.1543
1400,1689268657,191114,1240,33.1266,6.47929,13.2932
1400,1689269070,191118,1348,31.7751,6.05432,13.0229
1400,1689269534,191216,1319,28.3657,6.90714,10.4943
1400,1689269703,200217,1006,27.8914,7.68322,10.6629
1400,1689270222,191016,1423,52.4708,5.72428,24.3028
1400,1689270671,191021,1425,51.0149,5.67503,23.0841
1400,1689271364,191011,1319,57.8081,5.98005,28.2443
1400,1689271383,191102,1441,36.8888,5.62009,15.1293
1400,1689273398,191215,1459,27.88,7.28251,10.6543
1400,1689273942,191013,1940,55.97,5.55346,27.0728
1400,1689273999,200104,0905,27.84,7.13943,10.3229
