1689858930,200225,9.87687,7.35715,0.0164511
1690610595,191205,9.57557,7.27503,0.0162675
1690610633,191019,9.84832,7.55277,0.0168885
1690610679,191021,9.74608,7.44985,0.0166584
1690610683,191113,9.91231,7.38806,0.0165202
1690610705,191116,9.815,7.36031,0.0164581
1690610708,191206,9.65561,7.19148,0.0160806
1690610709,191027,9.72703,7.24847,0.0162081
1690610709,191118,9.8633,7.36639,0.0164718
1690610712,191024,9.61739,7.34343,0.0164204
1690610718,191204,9.58017,7.23983,0.0161887
1690610720,191018,9.86923,7.56532,0.0169166
1690610721,191020,9.95286,7.48861,0.016745
1690610721,191110,9.76631,7.30341,0.0163309
1690610732,191114,9.95559,7.33383,0.0163989
1690610738,191107,9.71244,7.23936,0.0161877
1690610740,191130,9.58281,7.29963,0.0163225
1690610767,191014,9.98895,7.70627,0.0172317
1690610785,191203,9.71532,7.22979,0.0161663
1690610793,191017,9.90639,7.56239,0.01691
1690610808,191109,9.62516,7.28587,0.0162917
1690610811,191106,9.62269,7.15486,0.0159988
1690610840,191025,9.60111,7.2795,0.0162775
1690610840,191128,9.55235,7.18858,0.0160742
1690610848,191117,9.75677,7.36349,0.0164653
1690610874,191030,9.6332,7.16206,0.0160148
1690610891,191107,9.77551,7.22848,0.0161634
1690610893,191201,9.75369,7.26307,0.0162407
1690610900,191016,9.80947,7.47065,0.0167049
1690610904,191202,9.66593,7.26181,0.0162379
1690610904,191108,9.70784,7.28195,0.0162829
1690610970,191028,9.59731,7.27934,0.0162771
1690610999,191106,7.27052,5.6038,0.0125305
1690611039,191119,9.69235,7.256,0.0162249
1690611164,191008,10.3999,7.9141,0.0176965
1690611167,191029,9.65744,7.19876,0.0160969
1690611167,191129,9.63969,7.31302,0.0163524
1690611192,191009,10.0302,7.84188,0.017535
1690611222,191103,9.62029,7.23481,0.0161775
1690611254,191106,9.70706,7.1856,0.0160675
1690611306,191124,9.77499,7.3251,0.0163794
1690611309,191127,9.55197,7.25645,0.0162259
1690611741,191010,10.1673,7.74327,0.0173145
1690611758,191104,9.6467,7.18224,0.01606
1690611770,191011,10.3013,7.86411,0.0175847
1690611789,191125,9.60142,7.21572,0.0161348
1690611819,191102,9.53567,7.18431,0.0160646
1690611821,191123,9.46772,7.25765,0.0162286
1690611981,200116,9.6546,7.16955,0.0160316
1690613915,200117,9.60896,7.21465,0.0161324
1690613916,200208,9.63776,7.20015,0.0161
1690614169,200118,9.67708,7.23044,0.0161677
1690614177,191227,9.6439,7.20471,0.0161102
1690614177,191228,9.64785,7.24217,0.016194
1690614194,200210,9.60852,7.19895,0.0160973
