1658241145,191027,0000,35.08,3.69748,5.17
1658241203,191025,0000,35.51,4.09514,5.26
1658244027,191029,0000,34.18,3.97049,5.02
1658245326,191028,0000,35.74,3.41615,5.57
1658247960,191031,0000,33.08,3.53126,5.03
1658248844,191030,0000,33.89,3.82347,5.14
1658249618,191102,0000,33.79,3.37153,5.23
1658249673,191104,0000,33.46,3.58593,5.45
1658250591,191106,0000,31.87,3.65939,5.53
1658251349,191106,0000,33.15,3.4375,5.28
1658251658,191102,0000,33.79,3.37153,5.23
1658253360,191107,0000,32.61,3.52463,5.74
1658254446,191108,0000,32.32,3.76665,5.58
1658254555,191107,0000,32.89,3.57225,5.73
1658260040,191109,0000,32.47,3.41305,5.65
1658263436,191111,0000,31.23,3.69004,5.25
1658270673,191111,0000,31.23,3.69004,5.25
1658365414,191111,1227,31.23,3.69004,5.25
1658394122,191112,1410,30.96,3.5075,5.38
1658507315,191112,1410,36.02,2.81444,14.05
1658509947,191112,1410,36.02,6.26941,14.05
1658762674,191025,1701,41.86,5.87194,17.04
1658763203,191113,1356,36.7,6.38547,14.44
1658763690,191023,1601,43.89,5.90273,17.46
1658763974,191027,1545,41.33,6.32165,16.85
1658764079,191024,1421,42.92,5.98515,17.15
1658770769,191028,1408,41.79,5.2964,16.94
1658774445,191030,1621,40.12,6.20737,16.13
1658774511,191104,1200,39.42,5.88758,15.65
1658778760,191109,2234,37.44,5.55243,14.18
1658779845,191107,1156,38.21,6.18689,15.09
1658779979,191106,1613,37.84,6.15668,15.71
1658780105,191108,1345,38,6.15555,14.92
1658786497,191110,1920,37.75,6.62226,14.57
1658787704,191107,2300,38.01,5.47697,15.12
1658787852,191106,1326,39.01,5.16878,15.72
1658788379,191112,1410,36.02,6.26941,14.05
1658790037,191111,1227,37,6.12364,14.57
1658791145,191114,1240,34.89,6.02706,13.92
1658791376,191113,1356,36.7,6.38547,14.44
1659437825,191116,2214,35.22,6.7666,13.96
1659438135,191117,1419,34.78,6.02769,12.76
1659438281,191118,1348,34.45,6.57669,13.46
1659438928,191119,1245,33.97,6.76203,13.29
1659440486,191120,1332,33.43,7.42585,12.47
1659575214,191121,1520,32.94,6.77427,12.37
1660325298,191122,1546,31.78,7.32575,11.99
1660325313,191122,1546,31.78,7.32575,11.99
1660326471,191123,1531,30.7,6.54748,11.56
1660326480,191123,1531,30.7,6.54748,11.56
