1660327381,191124,2210,31.65,7.31649,12.16
1660327387,191124,2210,31.65,7.31649,12.16
1660328298,191125,1230,32.05,5.71429,11.76
1660328298,191125,1230,32.05,5.71429,11.76
1660367144,191127,1300,30.2,6.52895,10.96
1661280979,191128,1744,30.12,6.91584,11.02
1661281882,191129,1440,30.19,5.8193,11.28
1661282785,191130,1610,29.32,7.25333,10.81
1661283688,191201,2350,28.71,7.45591,10.98
1661933393,191203,1421,29.57,7.00722,11.13
1661934538,191204,1611,29.07,7.25149,10.58
1662167289,191205,1920,28.77,7.01327,10.76
1662169089,191206,1601,27.73,7.5864,10.15
1662169841,191207,1700,28.33,6.71937,10.54
1662346893,191209,0851,28.04,7.3699,10.52
1662348665,191209,1852,28.86,6.69024,10.24
1662349667,191210,1409,27.79,7.82464,10.45
1663245457,191212,1608,28.1,8.35647,10.58
1663253056,191215,1459,27.23,8.4653,10.03
1663254202,191211,2348,27.65,6.7917,10.26
1663342330,191213,1557,27.78,7.46439,9.48
1685534876,191201,2350,28.71,7.45591,10.98
1685760994,191216,1319,26.94,7.69906,9.77
1685785050,191217,1153,31,4.81928,9.5
1685892700,191218,1335,27.19,7.46236,9.79
1685898560,191217,1153,27.6425,7.14646,9.965
1685903416,191221,1503,26.645,7.65489,9.685
1685903754,191219,1018,27.1175,7.12765,9.7175
1685904797,191220,0927,26.475,7.42033,9.45
1685908517,191222,0938,26.8025,7.39693,9.455
1685913887,191223,1733,26.6625,7.5207,9.845
1685914030,191225,1255,27.045,7.59652,9.7825
1685915826,191224,1135,26.845,7.7567,9.6825
1685920581,191227,0858,27.0175,7.81975,9.6825
1685923446,191226,1200,27.0475,7.80998,9.835
1686043934,191228,095,26.8925,7.92909,9.5825
1686049382,191229,1047,26.905,7.43899,9.72
1686050388,191230,1024,27.385,7.50997,9.85
1686052141,191231,1700,26.93,7.61707,9.75
1686550195,200101,2137,27.365,7.58028,9.5875
1686555202,200103,0035,26.955,7.68719,9.695
1686555488,200102,0957,27.1375,7.52545,9.6175
1686556941,191201,2350,28.71,7.45591,10.98
1686561252,200104,0905,27.28,7.56757,9.8125
1686566266,200105,0958,27.075,7.46851,9.8
1686567068,200106,1758,27.255,7.40633,9.6325
1686568989,191201,2350,28.71,7.45591,10.98
1686575136,200107,1043,27.38,7.54717,9.6275
1686680531,200108,0929,26.49,7.2513,9.5175
1686685795,200109,1124,26.745,7.39042,9.595
1686686949,200110,1643,27.125,7.46312,9.8975
1686692422,200112,1740,26.555,7.28806,9.645
1686696847,200111,1649,26.525,7.59235,9.555
1686697689,200113,0841,26.71,7.60845,9.5875
1686710045,200114,1538,26.4025,7.57895,9.4425
1686714457,200116,1820,26.4324,7.82933,9.7043
1686715331,200115,1554,27.0225,7.76678,9.72
1686725084,200118,2054,26.4625,7.41104,9.2325
1686815666,200119,0828,27.12,7.34438,9.84
1686816339,200117,1003,27.045,7.59437,9.65
1686824477,200121,0901,26.9925,7.83678,9.66
1686825530,200120,1605,26.66,7.61741,9.3275
1686831502,200123,1742,26.5825,7.33718,9.38
1686836699,200122,1005,26.5875,6.97482,9.6
1686838244,200124,0849,26.2675,7.17125,9.31
1686843422,200126,1231,25.8275,7.64386,9.2525
1686857219,200127,1001,25.7725,7.76256,9.0475
1686861743,200129,1322,26.0725,7.84839,9.3175
1686942337,200128,1352,26.64,7.65031,9.4275
1686953711,200130,1016,26.325,7.3883,9.6025
1686959752,200201,1248,25.77,7.50234,9.1975
1686960784,200131,1648,26.0125,8.05163,9.3325
1686964725,200202,1743,26.1125,7.50231,9.34
1687362961,200203,0903,26.25,7.51931,9.335
1687368538,200204,1033,26.27,7.76743,9.4275
1687468387,200205,1851,26.3225,7.79666,9.52
1687484793,200206,1000,26.4525,7.4743,9.25
1687489454,200208,1930,26.325,7.67477,9.5175
1687490141,200207,1416,26.05,7.70945,9.4075
1688531623,200209,0703,26.285,7.73443,9.4175
1688531974,200210,0954,26.3575,7.71042,9.635
1688540625,200211,1004,26.6725,7.40355,9.7775
1688540652,200212,1023,27.2075,7.97943,9.68
1688548723,200213,1037,25.785,7.67014,9.4875
1688548972,200214,1519,26.47,7.60476,9.535
1688553752,200216,1200,26.6525,7.26387,9.85
1688553777,200215,2206,26.67,7.48571,9.84
1688931179,200217,1006,27.16,7.62706,9.915
1688935886,200218,1010,27.055,7.732,9.5525
1688939443,200219,1111,26.6675,7.63549,9.545
1688941910,200220,2313,26.225,7.50858,9.605
1689329128,200222,0020,26.215,7.56872,9.6125
1689329152,200221,1006,26.6125,7.74993,9.595
