1691817444,200304,1612,35.8821,0.012428,1.20851,0.0121555,3.36799,1.81837
1691819609,191008,1205,36.1311,0.0134198,1.26184,0.0140303,3.49241,2.26017
1691819611,191010,1019,35.935,0.0124482,1.2224,0.0124131,3.40169,0.848716
1691819611,191009,1217,36.0373,0.0124785,1.21964,0.012453,3.3844,1.72848
1691819689,191011,1012,35.6161,0.0122723,1.20198,0.0122736,3.37483,2.04705
1691819747,191013,1220,35.6267,0.0129787,1.18621,0.0123361,3.32956,1.34913
1691819754,191012,1622,35.7792,0.0131397,1.19511,0.012517,3.34024,1.06614
1691820040,191016,1024,35.1387,0.0122463,1.16126,0.0116912,3.3048,0.852042
1691820045,191014,1454,35.5498,0.0122209,1.19883,0.0122567,3.37226,1.64555
1691820045,191015,0941,34.6843,0.0125163,1.1377,0.0115018,3.28015,1.33664
1691820132,191017,0942,35.2531,0.0126081,1.19349,0.0122747,3.38548,0.889186
1691820134,191019,0925,35.3128,0.0125706,1.18978,0.0118931,3.36925,1.49359
1691820136,191018,0854,35.2449,0.0124771,1.18393,0.0118467,3.35914,0.942552
1691820324,191020,0919,35.1407,0.0121779,1.15412,0.0115867,3.28428,1.0935
1691820416,191025,1041,34.4206,0.0122306,1.13258,0.0113468,3.29041,1.99087
1691820435,191021,0936,35.0824,0.012284,1.16756,0.0114785,3.32805,1.689
1691820438,191027,1055,34.4827,0.0121893,1.13531,0.0112572,3.29239,1.19134
1691820438,191028,0857,34.4314,0.0118623,1.09235,0.0107753,3.17254,1.49996
1691820439,191022,0926,34.3932,0.0120634,1.1247,0.0109026,3.27013,1.65278
1691820463,191023,1106,34.5236,0.0124047,1.13869,0.0112534,3.2983,1.61343
1691820470,191024,1030,34.4239,0.0120239,1.11474,0.0109598,3.23828,2.06024
1691820565,191030,1015,34.4919,0.0121299,1.13523,0.0116188,3.29128,0.549826
1691820614,191029,0906,34.3499,0.0121617,1.13119,0.0111479,3.29313,1.51236
1691820749,191106,1945,34.6859,0.0123859,1.13316,0.0112553,3.26691,1.68257
1691820749,191031,1406,34.4599,0.0121749,1.12206,0.0110648,3.25613,1.77996
1691820754,191106,1448,34.7097,0.0118769,1.14126,0.0114501,3.28802,1.26526
1691820762,191107,1343,34.7159,0.01164,1.12459,0.0110581,3.23942,0.622421
1691820886,191102,1045,34.7051,0.0117746,1.13285,0.0112126,3.26423,1.11428
1691820923,191105,0541,34.7839,0.0119045,1.14103,0.0114229,3.28033,1.1184
1691820947,191108,1012,34.8892,0.0120748,1.15456,0.0115893,3.30921,1.4526
1691821039,191114,0923,34.7714,0.0132755,1.15565,0.0128482,3.32357,1.3429
1691821040,191112,0858,35.0301,0.0118665,1.12808,0.0106106,3.2203,2.44265
1691821051,191104,0940,34.75,0.0117752,1.13467,0.0111906,3.26522,1.33271
1691821062,191109,1955,34.9716,0.0120861,1.14718,0.0112474,3.28031,1.79029
1691821064,191113,0913,35.0134,0.0119191,1.14701,0.0115316,3.27593,1.14413
1691821068,191107,0901,34.8538,0.0117756,1.13319,0.0110727,3.25126,1.12956
