1691810931,191112,7.50358,5.75798,0.0128752
1691810931,191014,7.31663,5.61847,0.0125633
1691810935,191104,7.35028,5.63595,0.0126024
1691810939,191201,7.47058,5.73938,0.0128336
1691810944,191231,7.48164,5.73092,0.0128147
1691810945,191209,7.51585,5.7612,0.0128824
1691810952,191022,7.26282,5.58041,0.0124782
1691810953,191211,7.54316,5.77102,0.0129044
1691810954,191120,7.50106,5.72706,0.0128061
1691810982,191013,7.2214,5.57752,0.0124717
1691810990,191130,7.37304,5.67958,0.0126999
1691810993,191111,7.49698,5.76331,0.0128872
1691810996,191230,7.44989,5.74489,0.012846
1691811050,191210,7.49321,5.75465,0.0128678
1691811084,191023,7.25365,5.57625,0.0124689
1691811097,191121,7.52014,5.76881,0.0128994
1691811140,191220,7.34409,5.66174,0.01266
1691811149,191011,7.34967,5.63773,0.0126064
1691811156,191031,7.38883,5.66094,0.0126583
1691811162,191109,7.37732,5.67328,0.0126858
1691811202,191207,7.44782,5.71481,0.0127787
1691811206,200106,7.43929,5.71312,0.0127749
1691811206,191021,7.23839,5.56853,0.0124516
1691811209,191222,7.51267,5.73888,0.0128325
1691811210,191102,7.3349,5.61337,0.0125519
1691811212,191012,7.34082,5.63746,0.0126057
1691811214,191123,7.48666,5.75917,0.0128779
1691811215,200107,7.37569,5.66025,0.0126567
1691811218,191229,7.49584,5.76168,0.0128835
1691811220,191219,7.45633,5.70277,0.0127518
1691811221,191228,7.5256,5.78582,0.0129375
1691811229,191020,7.27468,5.61051,0.0125455
1691811240,191217,7.42893,5.70383,0.0127542
1691811245,191024,7.34747,5.6488,0.0126311
1691811250,191025,7.32833,5.63259,0.0125949
1691811252,191129,7.35704,5.64888,0.0126313
1691811257,191110,7.4082,5.69916,0.0127437
1691811257,191119,7.43681,5.69026,0.0127238
1691811259,191209,7.51231,5.75902,0.0128776
1691811266,191218,7.49383,5.75052,0.0128586
1691811269,200108,7.47114,5.70254,0.0127513
1691811283,191118,7.46535,5.72417,0.0127996
1691811351,191202,7.53347,5.7666,0.0128945
1691811367,191015,7.2612,5.57939,0.0124759
1691811367,200101,7.53854,5.7667,0.0128947
1691811370,191105,7.40274,5.68911,0.0127212
1691811376,191018,7.32688,5.61603,0.0125578
1691811398,191113,7.40315,5.67046,0.0126795
1691811399,200104,7.46062,5.73667,0.0128276
1691811430,191122,7.42912,5.6943,0.0127328
1691811433,191221,7.42183,5.66245,0.0126616
1691811462,191116,7.50411,5.78136,0.0129275
1691811464,191107,7.30082,5.63008,0.0125892
1691811491,191205,7.43719,5.69312,0.0127302
1691811524,191126,7.34794,5.63008,0.0125892
1691811540,191016,7.21852,5.57156,0.0124584
1691811542,191027,7.34048,5.61021,0.0125448
1691811553,191203,7.41856,5.70814,0.0127638
1691811555,191204,7.48206,5.71583,0.012781
1691811555,191115,7.49443,5.74007,0.0128352
1691811555,191107,7.42344,5.70192,0.0127499
1691811555,191213,7.47292,5.69858,0.0127424
1691811558,191214,7.4639,5.71789,0.0127856
1691811558,191017,7.27794,5.58182,0.0124813
1691811560,191223,7.41972,5.71248,0.0127735
1691811560,191019,7.26481,5.59962,0.0125211
1691811565,200103,7.45116,5.72316,0.0127974
1691811565,200102,7.45483,5.74252,0.0128407
1691811567,191106,7.32231,5.63761,0.0126061
1691811568,191124,7.4495,5.71067,0.0127694
1691811570,200105,7.50438,5.74053,0.0128362
1691811571,191106,7.3949,5.64841,0.0126302
1691811572,191206,7.40219,5.66535,0.0126681
1691811576,191216,7.44225,5.72325,0.0127976
1691811846,191117,7.49281,5.75715,0.0128734
1691811859,191030,7.29189,5.6062,0.0125358
1691811860,191010,7.37863,5.69061,0.0127246
1691811862,191009,7.25318,5.60034,0.0125227
1691811866,191127,7.342,5.64571,0.0126242
1691811868,191108,7.45251,5.71632,0.0127821
1691811870,191008,7.26565,5.58987,0.0124993
1691811872,191028,7.48514,5.72504,0.0128016
1691811873,191227,7.5066,5.7485,0.012854
1691811873,191029,7.37536,5.67017,0.0126789
1691811875,191225,7.54158,5.77573,0.0129149
1691811885,191125,7.39514,5.66375,0.0126645
1691811890,191224,7.44183,5.73359,0.0128207
