1000,1687125467,191009,1217,0.648571,9.21053,0.177143
1000,1687160226,191008,1205,0.688571,8.67769,0.14
1000,1687161793,191013,1220,0.602857,7.04225,0.174286
1000,1687161935,191012,1622,0.56,7.14286,0.177143
1000,1687162376,191014,1454,0.7,7.28745,0.234286
1000,1687164573,191017,0942,0.617143,5.55556,0.18
1000,1687167033,191116,1533,0.697143,7.72358,0.174286
1000,1687167087,191010,1019,0.728571,7.45098,0.222857
1000,1687167135,191018,0854,0.76,7.89474,0.24
1000,1687167452,191115,0935,0.631429,9.00901,0.157143
1000,1687167817,191210,0856,0.6,8.05687,0.145714
1000,1687168710,191118,0950,0.651429,8.69565,0.177143
1000,1687169683,191011,1012,0.645714,4.82456,0.197143
1000,1687170784,191016,1024,0.634286,7.65766,0.214286
1000,1687171786,191027,1055,0.574286,5.97015,0.148571
1000,1687171791,191102,1045,0.588571,8.17308,0.134286
1000,1687171814,191103,1946,0.585714,8.21256,0.137143
1000,1687171818,191025,1041,0.557143,7.14286,0.165714
1000,1687172000,191028,0857,0.662857,9.48276,0.157143
1000,1687173891,191112,0858,0.702857,5.28455,0.191429
1000,1687174188,191111,0907,0.645714,10.177,0.171429
1000,1687175182,191113,0913,0.577143,7.38916,0.154286
1000,1687175364,191129,1128,0.562857,6.56566,0.128571
1000,1687175429,191114,0923,0.62,9.21659,0.151429
1000,1687175535,191130,1151,0.597143,7.61905,0.108571
1000,1687175662,191117,1044,0.685714,7.91667,0.197143
1000,1687175798,191224,1914,0.622857,8.25688,0.171429
1000,1687176028,191214,1717,0.622857,8.25688,0.16
1000,1687176357,191225,2000,0.654286,4.34783,0.137143
1000,1687177043,191204,0945,0.582857,11.7647,0.14
1000,1687177077,191205,1511,0.605714,9.85915,0.16
1000,1687178457,191227,1511,0.625714,11.8721,0.134286
1000,1687178535,191220,1740,0.645714,7.52212,0.151429
1000,1687178574,200101,1915,0.614286,10.6977,0.177143
1000,1687179557,200104,1537,0.565714,8.08081,0.162857
1000,1687179690,191124,1305,0.605714,7.54717,0.14
1000,1687179854,191125,0927,0.645714,11.0619,0.165714
1000,1687179872,191126,1114,0.56,6.59898,0.137143
1000,1687180141,191211,0927,0.605714,7.44186,0.16
1000,1687180316,191020,0919,0.64,8.84956,0.14
1000,1687180341,191023,1106,0.628571,8.63636,0.171429
1000,1687180356,200105,1640,0.605714,7.98122,0.154286
1000,1687180453,191213,1022,0.657143,7.3913,0.14
1000,1687180549,191021,0936,0.68,7.56303,0.157143
1000,1687180641,191216,1913,0.622857,7.33945,0.142857
1000,1687180658,191212,0900,0.542857,9.94764,0.125714
1000,1687180689,191029,0906,0.654286,8.26087,0.202857
1000,1687180708,191022,0926,0.634286,12.1622,0.154286
1000,1687180757,191030,1015,0.591429,9.17874,0.145714
1000,1687180868,191024,1030,0.545714,8.37696,0.134286
1000,1687180929,191031,1406,0.637143,8.07175,0.18
1000,1687181006,200106,1208,0.748571,7.63359,0.202857
1000,1687181095,191107,1343,0.64,6.69643,0.154286
1000,1687181416,191122,0956,0.591429,8.65385,0.137143
1000,1687181461,191121,1100,0.668571,9.3617,0.168571
1000,1687181496,191107,0901,0.662857,7.72532,0.165714
1000,1687181568,200107,1757,0.577143,9.90099,0.125714
1000,1687182273,191203,0951,0.651429,9.21053,0.145714
1000,1687182368,191201,1107,0.628571,9.50226,0.131429
1000,1687182383,191202,1019,0.58,8.867,0.117143
1000,1687182677,191228,2256,0.64,9.82143,0.157143
1000,1687183536,200103,1601,0.58,8.867,0.131429
1000,1687183664,191229,1732,0.62,8.29493,0.12
1000,1687185138,200128,1004,0.62,10.0917,0.154286
1000,1687185156,191015,0941,0.662857,5.60345,0.18
1000,1687185615,191218,1837,0.588571,12.1359,0.131429
1000,1687185616,200102,1706,0.702857,7.69231,0.177143
1000,1687185618,191219,1621,0.682857,6.27615,0.165714
1000,1687185835,191217,1737,0.565714,13.6364,0.131429
1000,1687186867,191215,1052,0.623713,8.92019,0.132392
1000,1687187129,191105,0541,0.617143,8.21918,0.162857
1000,1687187460,191104,0940,0.64,5.33333,0.177143
1000,1687187497,200130,1521,0.614286,11.5741,0.151429
1000,1687187792,200129,0940,0.651429,10.0877,0.171429
1000,1687188517,200131,1046,0.591429,6.28019,0.165714
1000,1687189175,191223,0915,0.651429,6.89655,0.208571
