1691817492,200304,1740,40.7736,0.0190519,1.60715,0.0235254,3.94164,1.06319
1691819606,191009,1335,39.0385,0.0189627,1.48266,0.02402,3.79793,0.711957
1691819606,191010,1130,38.9415,0.0197327,1.47405,0.0246566,3.78529,1.15329
1691819608,191008,1358,39.2497,0.0199131,1.56302,0.0261893,3.98226,0.611927
1691819752,191014,1631,38.5908,0.0218758,1.3861,0.0252409,3.59177,1.5613
1691819754,191015,1052,38.0408,0.0192702,1.45184,0.0254535,3.81652,0.948007
1691820040,191013,1730,38.5675,0.0247069,1.47006,0.0298936,3.81164,0.67026
1691820045,191011,1151,38.7332,0.0210177,1.43246,0.0259095,3.69827,1.31068
1691820045,191012,1748,38.7573,0.0211614,1.46202,0.0268248,3.77224,0.876646
1691820130,191017,1103,38.2156,0.0180906,1.44734,0.0229565,3.78729,0.739451
1691820142,191018,1214,38.1642,0.0182505,1.44572,0.0237098,3.78817,0.870757
1691820149,191019,1649,38.1195,0.0185753,1.44541,0.0239087,3.79179,1.53124
1691820191,191016,1159,38.1772,0.0190681,1.49027,0.0252619,3.90355,1.45309
1691820406,191022,1203,37.6751,0.0253759,1.49684,0.0321594,3.97302,0.839056
1691820417,191021,1132,38.1211,0.0185978,1.44588,0.0238702,3.79286,0.951628
1691820426,191025,1415,37.6309,0.0243676,1.43837,0.0294008,3.82231,1.05146
1691820428,191020,1223,38.1024,0.0187299,1.44758,0.0237703,3.79918,0.897843
1691820429,191027,1343,37.3081,0.0178357,1.41262,0.0215159,3.78635,1.40478
1691820451,191028,1043,37.3439,0.0173483,1.40381,0.0222064,3.75913,1.17503
1691820458,191023,1415,37.7147,0.0171787,1.42965,0.0205572,3.7907,0.90938
1691820466,191024,1259,37.7369,0.0173394,1.44641,0.0203402,3.83288,0.789749
1691820589,191029,1145,37.2751,0.0182738,1.43208,0.0230899,3.84192,0.642926
1691820719,191102,1934,37.2958,0.0183253,1.44953,0.0234447,3.88657,0.36075
1691820741,191104,1100,37.335,0.0177722,1.42731,0.0218203,3.82298,1.0289
1691820749,191030,1447,37.34,0.0174057,1.39414,0.0214372,3.73365,1.15312
1691820783,191031,1519,37.3213,0.0180436,1.4222,0.0224446,3.81069,1.13463
1691820882,191107,1608,37.5613,0.0180414,1.47226,0.0217427,3.91963,1.80832
1691820911,191105,0804,37.3095,0.0177578,1.42084,0.0219099,3.80827,0.897501
1691820928,191108,1216,37.6458,0.0248865,1.45935,0.0296387,3.87654,1.22354
1691820933,191108,0042,37.4138,0.0316519,1.47575,0.0345868,3.94439,1.31932
1691821041,191103,1300,37.2523,0.0182523,1.42028,0.0228579,3.81259,1.61952
1691821051,191107,1040,37.5223,0.0292852,1.47997,0.0339937,3.94425,1.03953
1691821058,191109,2120,37.7745,0.0179268,1.49044,0.0207378,3.94562,1.43321
1691821058,191112,1200,37.8338,0.0177621,1.48769,0.020619,3.93218,1.04848
1691821084,191111,1022,37.8097,0.0238499,1.522,0.0296674,4.02541,1.17881
1691821085,191113,1032,37.8467,0.0221993,1.47616,0.028173,3.90038,1.1673
1691821188,191114,1125,37.9181,0.0206498,1.45177,0.0267089,3.8287,1.09983
1691821198,191110,1256,37.7781,0.0237846,1.49512,0.0299422,3.95763,0.585318
1691899696,191115,1208,37.9017,0.0213605,1.4818,0.0276005,3.90959,0.901986
1691899706,191116,2039,37.9167,0.0215177,1.49897,0.0281258,3.95334,0.589065
1691899877,191119,1118,38.0121,0.0202791,1.47446,0.0258923,3.87891,1.32369
1691899917,191117,1225,37.9524,0.0212524,1.50411,0.0274844,3.96316,0.463514
1691899924,191120,1159,38.1172,0.0185571,1.432,0.0237305,3.75683,1.13108
1691899981,191118,1218,38,0.085839,1.48504,0.0204483,3.90801,0.774321
1691899986,191122,1220,38.2291,0.0187303,1.4795,0.0243329,3.87009,0.962186
1691900013,191121,1246,38.0805,0.0187691,1.4384,0.023713,3.77727,1.37663
1691900144,191124,2000,38.2534,0.0182157,1.4642,0.0234952,3.82763,1.3302
1691900148,191123,1403,38.2818,0.0305013,1.44053,0.0314756,3.76296,1.8202
