1691810932,191023,7.49781,5.76829,0.0128983
1691810933,191102,7.51004,5.81804,0.0130095
1691810937,191121,7.56398,5.82048,0.013015
1691810938,191220,7.47328,5.75751,0.0128742
1691810944,191129,7.57889,5.81221,0.0129965
1691810948,191219,7.57495,5.82983,0.0130359
1691810952,191012,7.54005,5.80782,0.0129867
1691810954,191110,7.53481,5.78265,0.0129304
1691810962,191229,7.62183,5.83068,0.0130378
1691811043,191103,7.53391,5.79712,0.0129628
1691811043,191022,7.49539,5.79612,0.0129605
1691811044,191120,7.54639,5.79687,0.0129622
1691811090,191111,7.55352,5.8367,0.0130513
1691811097,191130,7.54187,5.78712,0.0129404
1691811097,191230,7.62499,5.85501,0.0130922
1691811119,191013,7.57286,5.81273,0.0129976
1691811138,191210,7.58545,5.79723,0.012963
1691811159,191020,7.49294,5.75518,0.012869
1691811163,191228,7.61854,5.84435,0.0130684
1691811165,191207,7.57399,5.81423,0.013001
1691811166,200106,7.59516,5.829,0.013034
1691811168,191217,7.59065,5.80758,0.0129861
1691811182,191010,7.56221,5.81754,0.0130084
1691811192,191011,7.49453,5.75734,0.0128738
1691811206,191108,7.58079,5.77941,0.0129232
1691811212,191021,7.55222,5.81729,0.0130079
1691811214,191109,7.60727,5.85672,0.013096
1691811214,191015,7.52887,5.79008,0.012947
1691811228,191118,7.57224,5.81689,0.013007
1691811239,191030,7.49456,5.77026,0.0129027
1691811246,191227,7.60998,5.82908,0.0130342
1691811249,191113,7.61559,5.88115,0.0131507
1691811250,191105,7.45997,5.76004,0.0128798
1691811252,191209,7.54581,5.8111,0.012994
1691811253,191119,7.61082,5.83902,0.0130564
1691811256,191212,7.55699,5.81816,0.0130098
1691811257,191128,7.46777,5.73633,0.0128268
1691811259,191014,7.52993,5.7952,0.0129585
1691811264,191112,7.56618,5.80514,0.0129807
1691811266,191031,7.48083,5.76913,0.0129002
1691811275,191231,7.64386,5.83512,0.0130477
1691811278,200101,7.65932,5.87114,0.0131283
1691811282,191201,7.56573,5.82058,0.0130152
1691811354,191024,7.44884,5.74529,0.0128469
1691811358,191122,7.59408,5.82312,0.0130209
1691811372,191028,7.46253,5.72585,0.0128034
1691811372,191125,7.58693,5.81657,0.0130063
1691811423,191104,7.49487,5.77466,0.0129125
1691811435,191211,7.61245,5.86721,0.0131195
1691811447,191221,7.55744,5.7993,0.0129676
1691811465,191008,7.47893,5.75449,0.0128674
1691811481,191224,7.58632,5.80824,0.0129876
1691811523,191205,7.5991,5.86994,0.0131256
1691811536,200104,7.62804,5.84939,0.0130796
1691811537,191116,7.51089,5.78584,0.0129375
1691811540,191222,7.63254,5.84193,0.0130629
1691811542,191107,7.5783,5.81929,0.0130123
1691811550,191025,7.47698,5.77545,0.0129143
1691811551,191213,7.60797,5.80053,0.0129704
1691811556,191203,7.58044,5.81953,0.0130129
1691811562,191027,7.51869,5.776,0.0129155
1691811563,191223,7.61654,5.82429,0.0130235
1691811563,191123,7.5596,5.79427,0.0129564
1691811563,191124,7.60502,5.84987,0.0130807
1691811565,191114,7.5329,5.78213,0.0129292
1691811570,191016,7.46751,5.75836,0.0128761
1691811571,191108,7.53874,5.8354,0.0130484
1691811574,191225,7.61433,5.812,0.012996
1691811576,191029,7.48556,5.76557,0.0128922
1691811577,191009,7.55628,5.80461,0.0129795
1691811847,191017,7.51228,5.74823,0.0128534
1691811854,191018,7.61933,5.85914,0.0131014
1691811860,191117,7.55005,5.78682,0.0129397
1691811863,191215,7.50689,5.76624,0.0128937
1691811865,191214,7.63867,5.86705,0.0131191
1691811866,191019,7.54889,5.79545,0.012959
1691811868,191107,7.5625,5.80647,0.0129837
1691811872,200105,7.45173,5.72828,0.0128088
1691811876,200108,7.49927,5.78623,0.0129384
1691811876,191216,7.62705,5.85871,0.0131005
1691811877,191206,7.53721,5.81924,0.0130122
1691811879,191204,7.58765,5.85931,0.0131018
1691811883,200103,7.57467,5.81018,0.012992
1691813158,200125,7.63135,5.84815,0.0130769
1691813251,200307,7.56858,5.79781,0.0129643
1691813254,200306,7.5485,5.74083,0.0128369
1691813307,200308,7.52137,5.7941,0.012956
1691813362,200109,7.59958,5.83358,0.0130443
1691813680,200115,7.53839,5.75064,0.0128588
1691813682,200111,7.61249,5.82215,0.0130187
1691813697,200117,7.61027,5.83356,0.0130442
1691813701,200118,7.56161,5.81192,0.0129959
1691813707,200116,7.63997,5.8716,0.0131293
1691813767,200114,7.53308,5.7856,0.012937
1691813770,200110,7.59827,5.83858,0.0130555
1691813772,200112,7.53673,5.7912,0.0129495
1691813775,200113,7.48569,5.76318,0.0128869
1691813841,200119,7.61967,5.84174,0.0130625
1691813845,200120,7.56112,5.80685,0.0129845
1691813877,200121,7.58688,5.8091,0.0129895
1691813883,200122,7.55402,5.77086,0.012904
1691813908,200124,7.5713,5.83766,0.0130534
1691813915,200123,7.55833,5.79362,0.0129549
1691813946,200126,7.62786,5.81582,0.0130046
1691814042,200127,7.5931,5.78516,0.012936
1691814056,200128,7.5948,5.83303,0.0130431
1691814057,200130,7.51707,5.7655,0.0128921
1691814059,200131,7.6663,5.86193,0.0131077
1691814081,200129,7.69078,5.90316,0.0131999
1691814085,200210,7.58482,5.85398,0.0130899
1691814260,200202,7.61387,5.84077,0.0130604
1691814285,200211,7.50416,5.75675,0.0128725
1691814290,200203,7.5649,5.7832,0.0129316
1691814304,200213,7.57496,5.79214,0.0129516
1691814315,200223,7.56786,5.80301,0.0129759
1691814329,200206,7.60901,5.82872,0.0130334
1691814342,200208,7.56917,5.808,0.0129871
1691814347,200209,7.55227,5.81286,0.012998
1691814347,200201,7.66716,5.8544,0.0130908
1691814351,200205,7.60807,5.81151,0.0129949
1691814373,200217,7.59754,5.81127,0.0129944
1691814374,200220,7.55734,5.80577,0.0129821
1691814376,200215,7.58287,5.78359,0.0129325
1691814380,200227,7.59053,5.83645,0.0130507
1691814382,200207,7.58382,5.82325,0.0130212
1691814388,200204,7.58348,5.81953,0.0130129
1691814413,200216,7.61387,5.81855,0.0130107
1691814414,200214,7.56326,5.79742,0.0129634
1691814430,200222,7.57798,5.7744,0.0129119
1691814437,200212,7.54145,5.76378,0.0128882
1691814447,200219,7.54322,5.77887,0.0129219
1691814448,200304,7.51808,5.76836,0.0128984
1691814456,200218,7.60031,5.82512,0.0130254
1691814467,200221,7.58951,5.80353,0.0129771
1691814604,200229,7.56134,5.79403,0.0129558
1691814612,200301,7.61371,5.8162,0.0130054
1691814726,200224,7.57133,5.77566,0.0129148
1691814751,200228,7.61397,5.81627,0.0130056
1691814752,200225,7.53863,5.78611,0.0129381
1691814768,200302,7.57261,5.79157,0.0129503
